Electricity_Usage_kWh,Gas_Usage_kWh,Car_Usage_km,Flight_Trips_per_year,Diet_Type,Waste_Produced_kg,Recycling_Rate,Cycling_Habit,Public_Transport_Habit,Carbon_Footprint_kgCO2
139,424,237,1,meat,1.03,0,1,0,1390.7
585,341,268,0,vegetarian,8.04,0,0,1,1566.8
1028,394,320,4,pescatarian,7.29,1,0,1,2346.7
319,477,399,7,meat,2.16,0,0,1,2508.1
1252,179,488,9,vegan,9.86,0,0,0,3392.7
1114,190,85,9,vegetarian,6.47,1,1,1,2050.0
1123,464,319,1,vegetarian,5.51,1,0,1,1923.7
712,142,31,9,vegan,4.44,0,0,0,1698.1
1027,333,335,8,vegetarian,9.09,1,1,0,2805.4
787,272,50,7,meat,3.2,0,1,0,1910.1
712,512,78,2,meat,3.57,0,0,1,1483.1
359,594,185,0,vegan,2.1,1,1,0,925.2
1089,325,173,3,vegetarian,7.83,1,0,1,1816.0
1065,189,435,7,pescatarian,6.36,0,0,1,2894.7
465,406,105,2,vegetarian,6.48,1,0,1,1190.8
643,72,62,9,vegan,2.97,0,1,1,1496.6
748,319,75,1,pescatarian,6.86,0,1,0,1350.2
913,382,315,6,meat,7.89,1,0,0,2803.1
1139,134,320,3,meat,4.22,0,0,0,2420.7
1252,80,372,5,pescatarian,8.21,1,1,0,2690.5
674,289,80,4,pescatarian,4.14,1,0,1,1380.7
1232,412,360,1,vegan,7.82,1,1,0,2130.6
1112,438,127,9,vegetarian,1.3,0,1,1,2019.9
769,348,182,1,meat,5.96,0,1,0,1791.9
368,420,242,8,vegetarian,9.73,0,1,0,2351.5
1285,148,184,9,meat,9.83,1,0,1,2888.4
1383,96,497,1,vegetarian,3.54,0,1,1,2289.8
1023,471,219,7,meat,4.97,1,1,1,2448.8
1225,529,70,7,vegetarian,1.57,1,1,0,1824.7
346,111,456,0,vegan,8.86,0,0,1,1789.3
230,158,341,0,meat,6.12,1,0,0,1770.9
452,598,153,3,vegan,4.47,0,0,1,1311.4
295,168,244,1,meat,2.01,1,0,0,1458.4
1029,431,139,0,meat,9.52,0,0,1,1867.3
1121,441,70,8,meat,5.77,1,1,1,2256.3
744,101,45,2,vegetarian,3.55,1,0,1,942.3
326,338,46,0,meat,4.15,0,0,1,986.9
800,386,78,1,vegan,3.44,0,1,0,1032.8
364,253,421,7,vegetarian,6.42,0,0,0,2531.4
1495,287,148,4,vegetarian,9.37,0,0,0,2272.1
745,431,397,6,meat,8.71,0,1,0,2979.8
310,185,129,5,pescatarian,5.14,1,0,1,1440.0
1042,456,455,0,vegetarian,8.44,1,0,1,2267.3
1487,557,126,5,meat,4.81,0,1,0,2416.1
556,411,364,6,vegan,3.27,0,0,0,2174.8
824,430,118,3,pescatarian,9.85,1,0,0,1878.5
1349,303,453,7,vegetarian,3.73,1,1,0,2884.4
1081,526,484,7,pescatarian,3.91,0,0,0,3103.8
1254,163,356,6,vegetarian,9.91,0,0,1,2761.4
687,69,416,1,pescatarian,2.21,0,0,1,1814.7
575,577,488,5,pescatarian,7.84,1,0,0,2822.6
1085,194,261,5,vegan,9.42,1,0,0,2274.2
1400,257,243,6,pescatarian,5.61,1,1,1,2365.1
255,580,473,5,vegan,1.02,1,0,0,2085.0
1341,425,381,1,meat,4.38,0,1,0,2519.5
289,553,102,7,vegetarian,2.0,0,0,1,1465.4
1080,215,488,3,vegan,4.75,0,0,1,2362.0
645,599,36,8,vegetarian,8.11,1,1,1,1797.7
140,230,141,7,vegan,4.95,1,1,0,1439.0
406,493,36,2,vegetarian,4.89,0,1,0,1035.4
1042,381,7,2,vegan,6.01,0,0,1,1153.3
437,552,230,7,vegetarian,6.24,1,0,0,2121.1
1437,128,332,1,meat,8.71,0,1,0,2572.4
1198,445,396,8,vegetarian,3.78,0,0,0,2911.5
1052,152,295,3,meat,8.4,1,0,0,2479.1
378,451,106,5,meat,6.09,0,0,0,1893.8
1299,273,347,2,meat,3.7,1,0,1,2333.9
995,567,441,2,pescatarian,3.66,0,0,0,2453.1
372,285,17,2,vegetarian,4.25,0,1,1,776.5
936,476,312,9,pescatarian,6.6,0,0,1,2820.8
719,165,82,1,pescatarian,3.08,1,1,0,1068.0
961,212,421,7,vegetarian,9.28,1,0,1,2810.6
1030,275,287,8,meat,6.17,1,0,1,2773.5
388,279,469,7,pescatarian,9.28,1,0,0,2864.2
823,231,193,9,pescatarian,1.42,0,0,1,2134.3
992,298,460,2,vegan,4.08,1,1,0,2139.4
371,367,214,6,vegetarian,1.21,0,0,0,1691.1
1189,259,280,9,pescatarian,3.45,0,0,1,2644.7
582,441,219,1,vegetarian,8.76,0,1,0,1658.8
1035,145,441,3,vegetarian,1.33,0,0,1,2130.0
347,135,458,5,pescatarian,4.93,0,0,1,2305.5
255,464,288,4,vegetarian,2.06,0,0,0,1689.7
1170,443,343,8,meat,4.75,0,1,0,3062.9
553,550,193,9,pescatarian,8.55,1,0,0,2501.5
300,182,157,3,pescatarian,6.61,0,1,0,1477.6
223,363,464,4,pescatarian,7.63,1,1,0,2361.9
100,270,103,3,vegan,4.14,0,0,0,995.5
1067,487,33,7,vegan,9.5,1,0,0,1987.1
954,95,101,7,vegan,7.38,0,0,0,1927.0
739,241,126,2,vegan,4.8,1,0,0,1246.8
290,569,213,0,pescatarian,4.84,0,1,0,1340.2
615,428,324,5,meat,9.27,1,0,1,2559.4
541,383,431,1,vegetarian,6.19,1,0,1,1922.4
242,88,295,1,vegetarian,7.36,1,0,0,1502.9
1314,342,178,2,pescatarian,4.75,0,1,0,1892.1
632,211,79,7,meat,3.01,0,0,0,1927.3
326,380,140,2,vegetarian,7.51,1,0,0,1352.5
1436,153,473,6,meat,6.47,1,0,0,3319.9
1048,210,30,9,pescatarian,5.51,0,0,1,2037.5
1425,103,371,9,vegan,6.62,0,0,0,3001.9
559,83,422,8,meat,2.87,0,0,0,2802.9
650,291,62,7,vegetarian,8.15,0,0,1,1774.8
492,162,47,0,vegetarian,9.53,0,1,0,1038.6
944,367,86,6,vegetarian,9.02,1,1,0,1948.1
1330,72,303,6,vegan,3.89,1,0,1,2188.6
309,167,60,7,meat,4.65,1,0,0,1737.1
1238,261,395,9,meat,8.28,1,0,0,3448.8
745,467,333,4,vegetarian,6.36,0,1,1,2113.1
1374,162,439,9,meat,5.93,0,0,0,3529.6
318,93,273,8,vegetarian,9.34,1,0,1,2186.4
506,177,410,8,meat,5.82,0,1,0,2872.1
1477,207,283,7,vegan,5.63,0,1,1,2439.6
987,443,465,5,vegan,1.38,1,0,1,2307.9
657,561,79,5,pescatarian,1.62,1,0,0,1525.3
649,94,179,0,pescatarian,1.07,0,1,1,1003.7
241,157,271,5,pescatarian,9.22,1,1,1,1906.1
711,268,76,3,meat,4.68,0,1,0,1609.9
600,492,441,3,vegan,5.22,1,1,1,2011.1
939,364,220,1,vegan,8.61,0,0,1,1659.2
801,226,392,3,vegan,6.48,1,0,0,2122.3
695,277,281,4,vegetarian,6.49,0,1,1,1907.6
380,316,27,4,meat,3.67,0,0,0,1435.8
523,428,360,4,meat,8.51,0,0,1,2515.4
955,538,76,3,pescatarian,2.49,1,1,1,1353.4
369,339,163,0,vegetarian,1.48,0,1,1,817.7
253,406,8,9,vegetarian,2.72,0,1,1,1354.3
713,253,174,7,vegan,3.41,1,0,0,1787.9
761,262,461,2,pescatarian,3.54,1,0,1,2138.6
182,372,306,1,meat,7.03,0,0,0,1919.1
1046,230,75,8,vegetarian,2.96,0,1,0,1877.5
998,548,244,6,vegan,7.09,1,0,1,2177.9
1398,369,121,8,meat,1.82,1,1,0,2403.2
383,132,184,1,vegan,2.32,0,0,1,907.1
1079,352,31,8,meat,5.58,0,1,0,2251.6
272,311,485,9,vegan,9.3,1,0,1,2756.8
1450,249,450,8,meat,8.74,0,0,0,3661.7
1186,289,249,8,pescatarian,9.72,0,1,0,2838.2
1196,344,56,9,meat,6.85,0,1,1,2433.7
862,561,309,9,meat,7.08,1,0,1,2975.8
1498,445,371,3,meat,6.63,1,0,0,2891.5
732,187,143,9,vegan,6.61,0,1,0,2060.1
886,178,317,2,vegetarian,2.32,0,0,0,1804.9
1042,98,83,5,meat,5.89,0,0,0,2052.4
1111,342,479,2,meat,4.47,1,1,0,2679.1
497,585,55,8,pescatarian,4.98,0,1,0,1860.5
1243,360,278,2,meat,5.71,1,0,1,2260.0
1033,586,272,1,pescatarian,2.16,0,1,1,1730.3
775,283,463,7,meat,4.24,1,0,1,2891.9
1035,258,165,5,vegan,1.57,0,0,0,1685.9
564,143,455,7,vegetarian,9.82,1,1,0,2753.4
385,376,466,6,vegetarian,2.07,1,0,1,2223.8
364,274,157,2,vegetarian,3.33,0,0,1,1123.2
419,60,248,7,vegan,9.02,1,0,1,1948.5
772,378,185,9,pescatarian,5.34,0,0,1,2328.9
1499,61,481,0,vegetarian,2.22,1,0,1,2131.3
919,84,77,0,vegan,4.46,0,1,1,850.2
188,496,21,9,vegan,2.04,1,1,1,1197.3
1326,501,107,7,meat,2.8,1,0,1,2270.8
920,269,272,8,pescatarian,1.47,0,0,0,2394.2
1100,490,251,9,vegan,4.94,1,1,1,2371.5
433,584,14,5,pescatarian,8.26,0,0,1,1539.7
321,278,369,4,vegetarian,6.27,0,1,1,1929.9
140,393,303,1,vegetarian,6.46,0,1,0,1518.4
167,129,159,8,vegetarian,2.81,1,1,1,1460.2
1087,402,204,5,meat,4.1,1,0,0,2329.1
613,445,468,7,meat,8.61,1,0,0,3190.5
1250,339,112,8,pescatarian,1.79,0,0,0,2196.2
1378,504,167,8,pescatarian,8.72,0,0,0,2793.7
794,177,352,7,meat,5.35,1,1,0,2697.6
1139,592,252,9,vegan,8.53,0,0,1,2703.6
576,408,440,7,pescatarian,3.86,1,0,1,2553.4
1185,576,185,2,pescatarian,4.05,1,0,0,1880.3
980,362,346,2,vegetarian,7.76,0,1,0,2201.6
531,124,226,1,pescatarian,8.06,0,0,0,1670.7
367,595,15,0,pescatarian,3.07,0,1,0,803.0
1158,245,155,3,vegan,9.76,0,0,0,1928.0
878,78,353,1,pescatarian,1.76,1,0,1,1682.9
593,65,110,1,vegan,1.62,0,0,0,872.0
760,472,0,4,vegetarian,6.36,0,0,0,1439.6
1448,454,40,3,meat,7.5,0,0,0,2135.2
1427,580,47,0,vegetarian,9.65,1,1,1,1487.5
1399,126,414,8,vegan,4.64,0,0,1,2804.3
1112,278,419,3,vegan,1.23,0,1,1,1998.4
1324,346,107,4,pescatarian,6.43,1,0,0,2004.8
1447,559,160,6,pescatarian,3.61,1,0,0,2321.7
1158,587,160,1,meat,4.9,1,1,1,1800.1
1076,375,358,7,vegan,5.4,0,0,1,2515.5
581,412,127,1,vegan,1.58,1,1,1,810.6
827,408,209,9,vegetarian,5.37,1,1,0,2326.9
579,373,150,4,meat,4.84,0,0,0,1918.4
1188,375,443,1,vegetarian,7.41,0,0,1,2384.5
1131,214,254,1,pescatarian,6.81,1,0,1,1855.2
1424,504,470,3,pescatarian,2.67,0,0,0,2771.7
442,202,462,3,vegetarian,2.86,0,0,1,1979.6
431,176,217,7,pescatarian,3.26,1,1,0,1873.8
537,242,29,5,vegetarian,2.61,0,1,1,1094.1
273,579,472,9,vegan,6.91,0,0,0,2835.7
658,59,44,7,vegan,9.95,1,0,0,1704.2
626,141,79,6,pescatarian,6.87,1,1,1,1596.3
758,188,38,9,meat,6.46,0,1,0,2203.4
125,530,239,3,vegan,4.69,1,1,0,1353.5
919,498,44,1,pescatarian,3.81,1,0,1,1159.4
704,382,77,8,meat,9.2,0,0,0,2419.1
505,389,336,1,pescatarian,9.72,0,1,1,1945.2
331,101,395,0,vegetarian,5.47,0,1,0,1606.8
632,515,348,7,pescatarian,3.61,1,0,1,2371.0
604,524,287,9,vegetarian,7.93,1,1,0,2573.2
278,450,439,8,vegan,2.19,0,0,0,2381.0
231,488,279,0,vegan,7.89,0,1,1,1303.9
447,558,115,6,pescatarian,8.37,0,0,1,1896.9
639,202,268,1,meat,2.12,0,1,0,1706.1
871,563,403,5,pescatarian,9.79,1,1,1,2701.4
175,552,334,4,pescatarian,9.87,1,1,1,2081.6
678,55,311,0,vegan,9.43,1,1,0,1604.5
953,549,52,1,vegan,5.46,1,0,1,1094.2
293,167,67,1,pescatarian,3.21,1,1,0,824.6
1285,534,181,9,vegan,6.24,1,0,1,2417.2
446,517,33,9,vegetarian,4.78,0,1,0,1749.6
1050,210,283,5,pescatarian,2.85,1,1,1,2038.0
1484,319,305,0,vegan,4.81,1,0,0,1890.7
1210,105,385,3,pescatarian,6.98,1,1,0,2448.0
1385,277,248,9,vegan,1.64,1,1,1,2277.6
313,198,110,4,vegetarian,4.0,0,0,1,1190.9
672,95,93,1,vegetarian,1.16,0,1,0,905.0
879,193,409,1,pescatarian,7.75,1,1,1,2107.4
361,389,178,6,vegetarian,6.77,0,1,0,1830.7
829,462,46,6,vegetarian,1.56,0,0,0,1546.1
382,569,281,5,vegan,9.68,0,1,1,1998.2
461,393,339,0,pescatarian,1.2,0,0,1,1455.9
540,436,361,2,vegan,6.31,1,0,1,1768.8
192,522,91,8,vegan,7.99,1,0,0,1729.6
852,324,375,9,meat,8.09,1,0,1,3115.2
966,402,211,0,vegetarian,1.31,1,1,1,1196.6
241,115,74,1,vegan,9.16,1,1,1,798.0
1414,128,377,7,vegan,9.27,0,0,0,2951.4
848,251,201,6,vegan,6.05,1,1,1,1804.3
752,162,444,8,vegetarian,5.34,1,1,1,2601.6
800,140,406,9,vegetarian,1.4,0,1,0,2577.0
1097,190,420,3,vegetarian,6.06,0,1,1,2308.5
148,338,296,3,pescatarian,4.68,1,1,0,1649.4
1425,460,307,6,vegan,7.96,0,1,1,2566.0
980,426,210,0,vegetarian,4.63,1,0,0,1524.3
1313,433,492,9,vegan,7.15,0,1,0,3323.9
1259,201,337,8,pescatarian,1.91,1,0,0,2677.8
654,368,432,1,meat,2.2,1,1,1,2027.4
503,418,410,0,pescatarian,2.26,1,0,1,1664.9
991,511,133,6,vegetarian,1.41,1,1,0,1751.8
964,61,329,5,vegetarian,5.87,0,0,1,2216.3
701,205,65,2,pescatarian,8.15,1,0,1,1332.0
440,526,279,0,vegan,6.49,1,1,1,1299.8
803,450,421,4,vegetarian,6.17,1,1,0,2397.5
417,226,27,9,vegetarian,7.13,1,0,1,1650.3
717,390,411,3,pescatarian,4.06,0,1,0,2256.0
1486,106,116,4,vegan,4.26,0,1,0,1727.8
481,497,492,0,pescatarian,3.83,1,1,1,1911.1
332,252,369,0,pescatarian,7.41,1,1,1,1634.6
1467,251,486,4,vegan,2.45,0,0,0,2646.3
916,379,449,5,vegan,1.12,1,1,1,2150.2
652,412,316,4,meat,6.37,1,1,1,2258.1
955,503,429,1,pescatarian,9.48,0,1,0,2524.9
918,405,324,8,vegan,6.48,0,1,1,2464.5
282,265,113,4,vegetarian,8.05,0,0,0,1505.5
1164,72,74,4,meat,7.06,1,1,0,1941.6
496,204,201,9,pescatarian,5.48,1,1,1,2085.7
878,235,426,8,vegan,7.47,1,1,0,2748.0
1006,298,58,2,meat,8.42,1,0,1,1708.4
1456,183,385,4,meat,3.02,0,1,1,2646.4
226,370,14,4,vegetarian,4.03,0,0,1,960.5
100,439,230,1,meat,3.01,0,1,0,1457.2
1291,483,104,3,pescatarian,5.07,0,1,0,1853.9
118,71,164,1,vegan,8.97,1,0,0,1088.8
1455,174,198,4,meat,4.11,1,0,1,2230.2
683,128,403,9,meat,4.37,0,1,1,2855.9
555,100,353,1,pescatarian,8.74,1,1,0,1927.0
1056,225,34,9,vegetarian,5.64,0,1,1,1912.5
1232,302,161,8,vegetarian,5.82,0,1,1,2250.1
1391,295,244,9,vegan,8.75,1,1,0,2731.5
544,155,469,5,pescatarian,5.41,1,0,0,2511.5
1363,242,286,7,vegetarian,7.13,1,1,0,2625.6
1424,365,382,8,vegan,1.77,1,0,1,2615.0
701,351,470,7,vegan,2.61,1,0,1,2411.3
202,597,18,4,vegetarian,4.64,1,1,1,957.1
1087,317,451,4,pescatarian,5.45,1,1,0,2638.6
1373,219,279,5,meat,9.69,1,0,0,2884.2
619,504,339,0,vegetarian,9.74,0,0,0,1995.2
1276,341,422,7,meat,8.66,0,1,0,3378.3
958,190,347,1,meat,3.84,1,0,1,2045.5
273,195,181,5,pescatarian,9.68,1,0,0,1881.5
1466,474,422,8,pescatarian,7.2,0,0,1,3290.2
1104,363,400,2,vegan,4.54,0,1,0,2137.9
530,233,146,1,pescatarian,7.32,0,1,1,1315.9
826,177,373,9,vegan,1.15,0,0,0,2456.1
949,336,175,4,vegetarian,2.32,1,0,1,1578.8
1447,302,162,8,meat,8.47,0,1,1,2792.6
1089,435,415,5,pescatarian,6.81,0,1,0,2803.0
738,279,174,7,vegetarian,4.28,0,0,1,1901.7
519,320,493,7,vegan,5.51,0,1,0,2613.5
693,464,46,6,pescatarian,9.15,1,1,1,1758.2
584,247,255,4,meat,6.68,0,1,0,2187.6
511,372,447,1,vegetarian,4.58,1,1,0,1913.6
1035,105,173,9,pescatarian,2.08,1,1,0,2185.5
1207,252,102,9,pescatarian,3.64,1,0,1,2166.1
1236,187,120,4,vegetarian,9.81,1,0,1,1914.6
431,471,418,6,vegan,4.94,1,1,0,2248.8
754,106,349,6,vegan,5.25,0,1,1,2093.8
140,120,144,1,pescatarian,5.49,1,1,0,1040.5
1058,421,41,6,vegan,8.96,0,1,1,1755.8
204,563,366,5,vegan,6.44,0,0,0,2107.9
301,133,28,6,vegetarian,7.24,1,0,0,1372.4
549,92,453,7,vegan,4.5,1,1,0,2359.6
1389,182,379,3,vegan,1.26,0,1,0,2109.6
1009,444,272,0,vegetarian,9.38,1,1,0,1886.7
309,114,464,7,pescatarian,9.54,1,1,1,2625.7
662,339,13,7,pescatarian,9.54,1,1,1,1742.2
1241,425,407,2,vegetarian,9.49,0,0,1,2540.0
812,516,440,2,meat,8.34,0,0,1,2677.8
870,262,305,4,vegetarian,7.16,1,1,0,2134.1
1207,197,312,2,meat,8.6,1,1,0,2472.6
553,520,484,4,vegan,6.4,1,0,0,2412.5
766,198,188,7,pescatarian,2.21,0,0,1,1922.9
728,137,359,0,meat,4.52,1,0,0,1978.6
486,373,294,1,meat,9.74,1,1,1,1976.9
1473,445,182,1,vegan,4.16,1,0,1,1583.0
395,453,351,3,pescatarian,8.81,1,1,1,2051.4
357,131,35,8,vegan,1.84,0,1,0,1247.3
1204,335,369,1,pescatarian,4.01,1,0,1,2075.5
367,431,36,8,pescatarian,4.16,1,1,1,1510.8
518,319,495,6,vegan,1.46,0,0,1,2265.2
334,341,13,9,meat,2.07,1,1,1,1605.3
1434,502,410,7,vegetarian,2.74,1,0,1,2779.6
1085,73,122,0,pescatarian,8.54,0,0,0,1596.4
1480,360,82,4,pescatarian,1.57,1,0,1,1681.5
1336,510,158,8,vegetarian,3.69,0,0,1,2300.5
673,257,493,3,vegetarian,1.09,1,1,1,2000.6
148,487,328,1,vegan,7.26,1,0,0,1553.1
1250,587,101,5,pescatarian,6.58,1,0,1,2032.6
322,385,336,1,vegan,6.8,0,0,0,1656.5
1020,471,82,2,vegetarian,4.37,1,0,1,1324.8
1402,370,43,7,vegan,2.87,0,1,0,1813.0
1417,546,67,2,pescatarian,7.48,0,0,0,1913.8
376,212,47,1,meat,8.3,0,1,0,1334.1
1230,590,56,5,meat,2.25,0,1,1,1894.5
519,214,74,2,pescatarian,5.38,0,1,1,1127.7
710,344,21,0,vegan,3.24,0,0,1,672.7
474,91,131,2,vegetarian,2.51,1,1,1,917.3
172,334,464,5,vegetarian,7.61,1,0,0,2376.7
1153,436,455,2,meat,5.84,1,0,1,2686.8
1311,187,301,8,vegan,2.95,1,0,1,2361.6
1487,236,442,6,vegetarian,3.79,0,1,0,2858.8
294,480,417,4,vegetarian,9.7,1,0,0,2368.5
1279,465,266,1,pescatarian,8.64,1,1,0,2176.0
1295,475,286,8,vegan,8.92,0,1,0,2801.0
946,465,394,4,vegan,5.14,1,1,1,2154.5
1164,75,119,6,vegetarian,6.61,0,1,1,1882.5
1186,420,245,8,vegan,4.39,1,0,0,2401.0
122,434,55,3,vegan,1.7,1,0,0,763.7
459,105,37,8,vegan,4.61,0,0,1,1384.0
1198,302,244,0,pescatarian,6.35,1,0,0,1867.1
659,155,20,5,vegetarian,3.58,1,0,0,1255.0
771,179,109,1,meat,8.63,1,1,0,1643.2
1241,425,93,7,vegan,2.36,1,1,1,1698.5
778,357,393,4,vegetarian,4.3,0,1,1,2143.6
1413,140,409,2,meat,2.12,1,0,1,2427.0
539,442,474,1,pescatarian,4.64,0,1,0,2169.1
1032,583,135,7,vegetarian,1.36,0,0,1,1896.4
106,159,230,6,pescatarian,3.45,1,1,0,1648.2
1319,389,7,8,vegetarian,4.61,0,1,1,1874.2
520,405,443,7,pescatarian,5.3,1,1,0,2654.0
932,217,327,3,vegetarian,5.89,0,0,0,2143.1
1316,501,374,1,pescatarian,3.47,0,0,1,2216.8
658,154,289,1,meat,5.71,0,0,1,1883.2
1271,199,250,1,vegetarian,5.58,0,0,0,1899.2
1325,195,399,5,meat,3.85,1,1,0,2811.0
1013,348,360,6,vegan,8.47,1,0,0,2584.4
1106,216,396,5,meat,5.91,1,0,0,2853.3
225,97,86,1,vegetarian,3.99,1,1,0,756.1
494,288,203,3,meat,9.53,0,1,1,1967.4
916,56,218,2,vegetarian,8.61,1,1,0,1750.3
980,513,405,3,pescatarian,9.84,1,0,1,2598.4
675,502,479,4,vegan,7.23,1,1,1,2347.1
424,420,240,6,meat,4.4,0,1,1,2108.0
1029,598,410,8,vegan,3.53,0,0,1,2695.4
1327,536,319,1,meat,6.97,0,1,0,2520.3
932,260,257,7,vegetarian,9.83,0,0,1,2478.0
1154,214,108,2,meat,6.64,0,0,1,1843.2
936,174,255,8,vegan,8.93,1,0,1,2354.2
1025,386,480,9,meat,3.96,0,1,0,3376.3
1499,241,281,3,vegan,4.66,1,1,1,1957.3
1467,263,219,2,vegan,9.16,0,1,1,1967.9
542,377,82,9,vegetarian,7.81,0,0,1,1979.6
174,430,106,5,pescatarian,9.83,0,1,0,1722.5
656,288,68,9,pescatarian,7.97,0,0,0,2182.9
1278,581,96,8,meat,5.04,0,1,0,2555.3
462,131,211,6,vegan,5.78,0,0,1,1686.8
547,412,285,3,vegetarian,9.1,1,0,0,2014.6
1357,554,236,2,pescatarian,5.96,0,0,0,2232.7
361,251,7,9,vegetarian,3.3,0,0,0,1538.3
224,553,293,3,vegetarian,4.92,1,0,1,1606.4
1010,86,188,2,vegan,5.65,0,0,0,1583.3
344,451,80,2,meat,1.87,0,0,1,1200.8
641,225,107,8,vegan,7.69,1,0,1,1790.0
584,594,320,3,pescatarian,1.98,1,0,1,1819.2
221,516,66,8,pescatarian,4.64,0,0,1,1662.3
224,250,173,9,vegetarian,8.24,0,0,0,2131.5
269,589,345,4,vegan,5.21,0,0,0,1934.2
223,596,350,6,vegan,8.58,0,1,1,2144.3
1158,443,327,4,vegetarian,4.08,0,1,1,2183.4
1210,91,42,0,meat,9.62,0,0,1,1618.3
745,442,186,1,vegetarian,2.89,1,1,1,1214.6
885,490,301,4,vegetarian,1.34,1,0,0,1959.0
300,555,199,5,pescatarian,8.85,1,1,0,1956.5
468,369,380,6,vegan,7.77,1,0,1,2233.2
896,264,418,1,pescatarian,3.09,0,1,0,2076.7
176,120,38,9,vegetarian,9.86,1,0,0,1762.0
158,285,219,8,vegan,5.52,0,1,0,1838.0
530,330,306,5,vegetarian,9.56,0,0,0,2307.0
737,211,3,1,vegetarian,5.55,1,1,1,816.8
208,240,120,1,meat,5.25,0,1,0,1288.5
1107,58,335,2,pescatarian,5.04,1,1,1,1960.4
1401,109,76,0,pescatarian,4.01,1,0,0,1373.7
167,274,467,8,vegetarian,5.8,1,1,0,2523.2
1192,336,178,9,meat,5.07,1,1,1,2595.3
1288,218,132,3,vegetarian,1.33,1,0,0,1555.9
404,111,310,4,vegetarian,3.34,0,0,1,1677.3
773,398,228,6,vegetarian,2.92,1,1,0,1921.9
464,491,275,0,meat,8.81,0,0,1,1907.3
920,63,151,2,vegan,6.39,0,1,0,1425.9
442,213,163,2,meat,7.87,0,1,1,1635.9
1046,469,289,1,vegetarian,9.61,0,0,0,2166.7
998,569,377,7,vegan,6.8,1,1,1,2552.2
1477,597,108,4,vegetarian,9.84,0,1,0,2229.6
1232,77,125,0,meat,3.81,1,0,1,1492.1
861,495,239,1,meat,2.68,0,0,1,1810.5
440,257,309,0,vegan,4.63,1,1,0,1301.1
1041,519,417,5,meat,5.24,1,1,1,2780.7
482,153,466,8,vegetarian,9.06,1,1,1,2704.9
1103,475,400,6,vegan,6.04,1,0,0,2646.0
399,150,388,4,pescatarian,3.63,1,1,0,1996.0
238,590,344,2,vegetarian,7.68,0,1,0,1890.0
458,571,145,7,pescatarian,5.55,0,1,1,1890.3
935,155,251,9,vegan,2.46,0,0,1,2164.5
1403,326,182,3,vegan,6.19,0,1,0,1913.8
582,114,308,8,vegetarian,9.2,1,1,1,2355.2
1008,237,305,4,meat,8.58,0,0,0,2666.6
1234,366,71,5,vegetarian,6.28,0,0,1,1818.3
965,187,218,4,meat,4.39,0,1,0,2153.1
238,392,206,9,meat,1.78,0,0,1,2140.6
1095,154,172,6,vegetarian,5.23,0,1,0,2035.2
534,595,140,6,vegan,7.77,1,1,0,1784.0
608,429,271,0,vegetarian,4.24,1,0,0,1472.2
372,159,213,1,pescatarian,3.12,0,1,1,1172.2
1222,594,467,6,vegan,9.38,1,1,1,2925.7
203,403,268,7,meat,8.39,0,1,1,2361.9
1337,366,19,3,vegan,6.74,1,1,0,1462.8
861,315,65,5,vegetarian,2.23,1,1,1,1299.0
886,114,482,9,vegan,2.3,0,0,1,2697.2
264,382,302,2,meat,1.93,1,1,0,1698.1
1098,562,146,6,meat,6.55,0,1,0,2460.1
619,182,428,2,vegan,2.04,0,0,0,1836.1
1407,589,164,6,pescatarian,8.58,1,0,0,2569.2
616,584,377,7,meat,9.94,1,0,1,2972.7
756,545,309,2,pescatarian,4.3,1,0,0,1979.0
712,418,5,1,meat,5.08,1,0,1,1197.9
263,148,13,5,vegan,7.41,0,0,0,1178.9
163,366,131,3,meat,9.43,0,0,1,1690.3
1214,172,341,7,pescatarian,9.05,0,0,0,2963.6
1240,369,242,1,pescatarian,1.52,0,1,0,1761.7
366,544,438,3,vegan,2.52,0,1,0,1917.2
1263,506,230,1,pescatarian,7.79,0,0,0,2147.8
345,571,227,1,pescatarian,7.2,1,1,0,1571.3
494,569,161,1,vegan,2.2,0,1,1,980.2
575,364,282,0,meat,5.52,0,1,1,1727.7
1076,591,262,3,vegan,8.03,1,1,1,1971.8
1307,528,130,1,meat,2.97,1,1,1,1685.4
1143,69,430,8,meat,8.84,0,0,1,3309.2
657,179,224,8,meat,1.48,0,0,0,2316.2
1117,342,257,6,vegetarian,8.04,1,1,0,2405.6
982,181,233,5,meat,6.54,0,0,1,2354.8
246,405,335,2,vegan,3.84,1,1,1,1374.0
765,103,408,6,vegan,7.49,1,1,1,2307.9
1427,436,315,0,vegan,8.04,1,1,1,1933.8
719,314,462,8,vegetarian,9.41,0,0,1,2979.2
919,264,23,3,pescatarian,4.31,0,1,0,1361.7
963,509,270,5,vegetarian,7.17,1,1,1,2167.7
681,507,94,5,vegan,6.42,1,1,0,1548.6
1122,92,141,2,vegan,5.73,0,0,1,1427.6
794,327,181,3,pescatarian,9.01,0,1,0,1948.1
1351,179,205,9,vegetarian,1.03,0,0,1,2293.2
1225,399,389,2,vegan,3.54,1,1,1,1981.7
1339,593,461,5,meat,5.84,1,1,0,3191.9
506,155,80,0,meat,2.6,1,1,0,1029.5
498,50,273,7,vegan,9.17,0,0,0,2205.0
814,481,275,7,meat,6.83,1,1,1,2580.3
803,355,370,8,pescatarian,5.3,1,1,1,2598.0
